GeneSet DESC Genes
GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS MAP3K4,PTK2B,C3AR1,MAPKAPK5,CCT5,PAK3,FGFR4,NVL,PDGFB,PARM1,NEK2,CTNNB1,MAP2K7,TNKS,MAPK15,POT1,RFC3,DDX39B,SRC,KLF4,DKC1,MYC,PRKCQ,HGF,MAPK1,PDGFRB,OBFC1,PKIB,RFC2,CCT4,PRKD2,CCT7,TCP1,CHTF8,CHTF18,PNKP,RFC4,NOX4,ACD,HMBOX1,ATR,CCT8,GSK3B,HNRNPA1,GRHL2,NEK7,CCT2,DSCC1,CCT6A,CCT3,ATM,AURKB,GREM1,RFC5,ARRB2,MAPK3,WRAP53,TNKS2,C13orf15
GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION IL13,IL4R,HAVCR2,HSPD1,THBS1,IL1RL1,LBP,WNT5A,IL33,SPACA3,STAP1,TNIP2
GO_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING CD8A,TRAT1,GSTO1,CMKLR1,CHP2,JPH4,MYO5A,JPH2,CDH13,LMCD1,CCL4,SLC9A1,NEUROD2,SYK,TMBIM4,RCAN2,FKBP1B,NRG1,JPH3,ITPR1,JSRP1,RGN,P2RX4,PKD2,CD3E,P2RX2,AKAP6,CD4,SEPN1,CALM3,SLA2,DMD,RCAN1,GBP1,HRC,HINT1,SPPL3,CLIC2,NFAT5,CCL3,CAMK2D,PLN,P2RX5,PDE4D,GSTM2,CASQ2,PTK2B,CALM1,CHP,ACTN3,P2RX3,HAP1,JPH1,FCER1A,HTT,CALM2,RCAN3,ATP2B4,SRI,IGF1,PRNP,ADA,CIB1,ZAP70,NOS1,TREM2,PRKACA,ASPH,ERBB3,LRRK2,TRDN,PLEK,DRD4,FKBP1A,TMEM100,GPR143
GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION CD55,NKAP,IL12A,IRF4,IL27,CCL19,C10orf54,CD86,FOXP3,RC3H1,SYK,IL23A,SHH,CD83,BCL6,AP3B1,CD28,RARA,IL23R,TNFSF4,ITCH,IL6,HMGB1,HLA-A,CD3E,RASAL3,SOCS5,IL18,CD80,EBI3,ZBTB16,GATA3,TGFBR2,PRKCZ,HFE,XCL1,CD244,GLI3,IL12RB1,AP3D1,HLA-E,IRF1,LGALS9,ANXA1,TNFRSF14,JAK3,NLRP3,IFNG,RIPK2,CCR2,TNFSF18,IL4,CD300A,SASH3,IHH,ZAP70,ADA,LILRB1,ITPKB,HLX,NCKAP1L,AGER,PRKCQ,IL12B,PNP,MYB,IL4R,HSPH1
GO_MUSCLE_ORGAN_DEVELOPMENT http://www.broadinstitute.org/gsea/msigdb/cards/GO_MUSCLE_ORGAN_DEVELOPMENT C17orf79,GPCPD1,UNC45A,NGFR,TNNC1,PTCD2,NEURL,SOX6,KLF5,MYH7,DISP1,MSC,XBP1,TBX1,CDON,MEF2A,CENPF,TGFBR3,ANKRD1,VAX1,HOMER1,MYH15,SGCZ,DSP,CSRP3,EGR1,BCL9L,LAMA5,EID2,LIF,MYOD1,NOTCH1,MYLK,MYOG,ANKRD33,GSC,RYR1,ZFHX3,ZNF238,MURC,KEL,PAX7,CFLAR,ZFPM1,ITGA11,NRG1,TCF21,FGFRL1,EGR2,ID3,TEAD4,DNER,CHODL,DCN,KCNAB1,CAV1,TAZ,FOXC1,HBEGF,FGFR2,BEND2,PPP3CA,SUV420H1,COL3A1,CAPN3,ZBTB42,SPEG,BASP1,SOX11,ASB2,FOXO4,WNT2,PROX1,CSF1R,S1PR1,PITX1,MEOX2,CNTFR,SRI,IGF1,LAMA2,TBX20,EP300,XIRP2,XK,C16orf89,SKI,FOXN2,DLL1,IGFBP5,MYH14,HEY2,ITGB1BP2,MYH3,TCF15,GTF3C5,RB1,ATF3,SGCD,EOMES,ZNF689,HOXD10,FOXC2,SIRT6,FOXK1,SHOX2,TWIST1,KBTBD5,FAM65B,MKL2,CAV3,PITX2,ITGA7,AEBP1,LARGE,CTSB,ALX4,PAX3,EEF2,TRIM72,P2RX2,WT1,BMP10,SEPN1,EGR3,TNNI3,DMD,USP2,PHOX2B,CDK5,DMRTA2,BIN3,KBTBD10,FKTN,LEMD2,SMYD1,SGCA,CRHR2,VAMP5,CHD2,BMP2,SKIL,RXRA,MYH6,ACTC1,RYR2,FLNB,VANGL2,MYF5,CHRND,MSTN,HLF,PKP2,JPH1,WNT5A,SVIL,TCF23,VGLL2,FXR1,ETV1,SCXB,FHL1,NKX2-5,MAFF,EVC,MYLPF,NR2F2,FKBP1A,ISL1,MAPK14,TPM1,TMEM8C,LMNA,EID2B,FHL3,UBE4B,STAC3,C14orf165,CXCL10,CACNA1H,EGLN1,MYL6,FOXL2,FZD2,DLL4,NEB,ASS1,CNTF,MYL6B,EMD,NUPR1,NF1,TNNI1,TCF12,CD164,COL19A1,SIN3B,COPS2,MYF6,SOX8,HMG20B,SIX4,SERP1,CRYAB,CHRNA1,IGSF8,MED1,MYL3,C20orf160,CAV2,SGCB,MEF2C,ANKRD2,NCOR1,MYL2,WNT10B,MKX,SRPK3,HOXD9,ZFPM2,ACHE,MEGF10,SMAD7,GPX1,FOS,FRG1,FOXH1,HEG1,SAP30,UTRN,POU4F1,POU6F1,HLX,SMTN,RBPJ,HIVEP3,PLAGL1,BVES,BTG2,CASQ1,STRA6,BCL9,TAGLN,FZD1,ARID5B,SIX1,SGCG,TTN,MAPK12,NPHS1,MEF2B,HAND1,CTF1,KLHL31,COL6A3,ACTA1,LOC375190,SIRT1,WNT3A,MRAS,MSX1,COL11A1,GCFC1,HEYL,KIAA1161,C11orf88,SMO,TCAP,MEF2D,FOXP2,MYLK2,PAX5,LBX1,UNC45B,MYBPC3,SGCE,TNNT2
GO_POSITIVE_REGULATION_OF_HEMOPOIESIS http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_HEMOPOIESIS N4BP2L2,INPP5D,GPR68,GATA3,ACVR2A,ETS1,CD80,SOCS5,RUNX1,IL7,LGALS3,RASGRP1,FOXC1,CREB1,TNFSF4,IL17A,IL2RA,ZBTB1,GLI2,PF4,ATXN1L,AP3B1,FADD,CD83,TAL1,SHH,PRMT1,PDCD2,KDM1A,IL15,RIPK1,FLT3LG,C20orf123,FOXP3,HAX1,SYK,IL23A,RLTPR,MLL5,TNF,HIF1A,TMEM64,BTK,ID2,SLC9B2,PRKCA,CCL19,JUN,TRAF6,FES,IL34,NKAP,CCR1,RAB7B,CA2,IL4R,MAPK14,LIF,PNP,PPP2R3C,MYB,AGER,MMP14,KIAA0748,BAD,SART1,AXL,ZAP70,CD27,IHH,SMAP1,FOXO3,CCL5,IL1RL2,SASH3,HLA-G,ATP6AP1,IL4,KITLG,NLRP3,ARNT,XBP1,MAPK11,IFNG,CALCA,RIPK2,ANXA1,LGALS9,AP3D1,RAG1,ATP11C,GLI3,THPO,GAS6,PRKCZ,IL7R,TESC,PIK3R6,ZBTB16,IL20,TGFBR2,GATA2,TNFSF11,ANKRD54,STAT5B,EGR3,IL1B,CD101,ACVR1B,ZBTB46,VNN1,IL23R,HMGB1,IL6,TNFSF9,RARA,IL5,LGALS1,CD74,CSF3,TM7SF4,CASP8,CD86,INHBA,C1orf177,GATA1,GNAS,JAG1,LILRB2,TGFB1,RB1,PPARGC1B,CTNNBIP1,IL12A,CD46,ADAM8,LEP,IL3,SCIN,NCKAP1L,IL12B,ACIN1,HLX,ADA,CSF1,ZNF16,ITPKB,PRDM1,ISG15,IL2,FOS,HMGB2,CSF1R,PCID2,HOXA5,HCLS1,IL36B,OGT,LEF1,IL12RB1,TRIB1,KLF10,MED1
GO_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS http://www.broadinstitute.org/gsea/msigdb/cards/GO_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS FGFR2,PARVA,ZFPM2,TBX2,RARA,DVL3,RARB,ISL1,NKX2-5,TBX1,FGF8,GATA6,MSX2,TBX20
GO_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION PHB2,KDM5B,ETV4,RREB1,PYGO2,MED1,IQGAP3,ROBO1,GPX1,ZNF703,BRCA2,GATA3,BAX,HOXA5,DEAF1,CCND1
GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY PIK3R4,PDGFB,LYN,ATG14,PTK2,CCL21,RAC1,PIK3IP1,PTK2B,KIT,CDC42,PIK3R3,PDGFRA,FLT1,SRC,TGFB1,PIK3R2,DAB2IP,KLF4,IRS1,CCL19,NOD2,FLT3,KIAA0226,TNFAIP8L3,PIK3R6,CCR7,PDGFRB,EPHA8,FGFR3,FGR,VAV3,TEK,ERBB4,PIK3R1,FGF2,PIK3R5,VAV2,AMBRA1,CCKBR
GO_CELLULAR_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR_STIMULUS http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR_STIMULUS INPP5K,CAD,PDPK1,ID1,DAB2IP,TDGF1,IQGAP1,MED1,FAM59A,AKT1,SNAI2,COL1A1,ZNF259,EEF1A1,BECN1,PLCG1,ERRFI1,GSTP1,BAG4,PAX2,EGFR,STAT5B,VIL1,SOX9,MCM7
GO_LEUKOCYTE_DEGRANULATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_LEUKOCYTE_DEGRANULATION S100A13,ANXA3,MRGPRX2,SNAP23,CCL3,STXBP3,NR4A3,LAT,UNC13D,CPLX2,PIK3CD,VAMP8,KLRF2,PLA2G3,STXBP2,HCK,KIT,RASGRP1,PI4K2A,CORO1A,VAMP2,VAMP7,RAB27A,LYN,MILR1,PIK3CG,PPBP,CHGA,LAT2,GATA2
GO_MYELOID_CELL_HOMEOSTASIS http://www.broadinstitute.org/gsea/msigdb/cards/GO_MYELOID_CELL_HOMEOSTASIS SOX6,NFE2L1,ALAS2,RHAG,ARID4A,MAEA,AMPD3,THRA,MED1,HBZ,NCSTN,HIPK2,ETV2,BMP4,HOXB6,ROD1,VEGFA,JAK2,RPS24,IFNG,MTHFD1,SOD1,TMOD3,G6PD,HCLS1,CASP3,ADAR,ANXA1,BAK1,SPI1,HMOX1,ACIN1,PKNOX1,ITPKB,EPB42,AXL,FLVCR1,TGFBR3,SRF,TRIM10,PDE4B,NCKAP1L,RPS6,ERCC2,GATA1,ID2,RPS17,RB1,KLF2,ATPIF1,CEBPG,TAL1,SLC11A2,BCL6,SFXN1,LYN,MLL5,SLC25A38,ZFPM1,FOXP3,DYRK3,SMAD5,PTPN2,SP3,INHBA,EPB49,KIT,DNASE2,IL6,GPI,HMGB1,ADD1,L3MBTL3,BCL2L11,EPAS1,RPS14,MB,JAM3,KLF1,EPO,GATA3,RPS19,JMJD6,HCAR2,IKZF1,PRDX1,INHA,BAX
GO_REGULATION_OF_BLOOD_PRESSURE http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_BLOOD_PRESSURE ADRB3,EDNRB,CYP4F2,ERAP1,EMP2,SLC2A5,F11R,AGT,CMA1,LRP5,TACR3,POSTN,MME,CTSZ,F2R,REN,RAMP2,UCN,ADRB1,SERPINF2,EDN1,NOX1,CYP4A11,BDKRB2,P2RX4,NAV2,FFAR3,C12orf39,CNR1,RNPEP,ADAMTS16,DRD2,P2RX2,NISCH,SLC4A5,TAC4,TNNI3,SGK1,WNK1,BDKRB1,AGTRAP,GUCA2B,GJA5,MECP2,CYP11B2,ACCN1,BMPR2,ABAT,NCALD,ADH5,ERAP2,LNPEP,AGTR1,PPARA,ENG,CTSG,ATP1A1,TAC1,PDE4D,PLCB3,AGTR2,ACSM3,GNB3,SOD1,UTS2D,F2RL1,NPY,PTPRO,CHGA,GCH1,AVPR1A,QRFP,P2RX1,CD34,RPS6KA2,POMC,NOS1,ATP1A2,ADRA1A,PPARG,HMOX1,PTGS1,TACR1,AVPR1B,PCSK5,ENPEP,LEP,NKX2-1,PTAFR,DLL1,APLN,BBS4,OXTR,GUCY1A3,NPR1,MKKS,NOS2,AVPR2,GJA1,ID2,OXT,TRHDE,C3AR1,GCGR,NPR2,ATP6AP2,ADIPOQ,NPY1R,ADRA1B,NRG1,COL1A2,CORIN,SOD2,CYBA,NPPA,TBXA2R,HBB,MC3R,ACE2,UTS2R,DRD3,NPR3,DRD5,ADRA1D,NOS3,ECE1,EPHX2,ADRB2,RENBP,GAS6,CRHR2,CPA3,AQPEP,PRCP,GLP1R,OPRL1,ADM2,MYH6,DDAH1,KCNK6,CRH,NPPB,EDNRA,RASL10B,CALCA,PDGFB,STK39,PTGS2,ACVRL1,UTS2,HSD11B2,AVP,ACE,BRS3,CARTPT,NTSR1,EDN3,CYP4F12,GSK3A,SCPEP1,OR51E2,VEGFC,NPFF,EDN2,TPM1,CYP11B1,ADORA1,CACNA1B,ACTA2
GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE HOXD13,VEGFA,BMP7,SHH,HNF1B,FGFR1,RTN4,NTN4,SIX2,WNT2,CAV3,TNF,AGTR2,SOX9,AGT,RXRA,SHOX2,ESR1,WNT2B,SFRP1,PGF,SIX1,TGFB1,NOG,HOXB7,BMP4,SNAI2,CTNNB1,LHX1,FGF10,TACSTD2,LGR4,PAX2,SIX4,ETV5,FGF7,LRRK2,PAX8,BTBD7,GDNF,HGF,SOX8,FGFR2,SULF1,IL1B,ETV4,PDGFA,SMO,GREM1,PHB2,HNRNPK,MAGED1,WNT5A
GO_RESPONSE_TO_ELECTRICAL_STIMULUS http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_ELECTRICAL_STIMULUS HPCA,IL6,NRF1,NELF,TACR1,RPS6KB1,ADSS,PSMB9,DCX,P2RX7,EPO,KCNJ3,PPARGC1A,IGF1,BRD1,PALM,MYOG,DISC1,BTG2,GNAT1,EEF1A2,ADSSL1,HNRNPD,RPE65,GRM1,CDK2,REST,SRC,OXT,AIF1,TRIM63,TH,S100A13,NTRK1,MSTN,TACR2,AKAP5,RAB3A,SLC9A1,GJB6,HIF1A,CD14,NEUROD2
GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE PIF1,TINF2,PML,GNL3L,HNRNPC,HNRNPU,NAT10,TERF1,ACD,PINX1,HNRNPA1,SRC
GO_REGULATION_OF_T_CELL_CHEMOTAXIS http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_T_CELL_CHEMOTAXIS ADAM10,CXCL10,CCL5,S100A7,TMEM102,CXCL13,WNT5A,ADAM17,XCL1,CCR2,TNFSF14
GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY_INVOLVED_IN_NEURAL_TUBE_CLOSURE http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY_INVOLVED_IN_NEURAL_TUBE_CLOSURE FZD1,DVL1,NPHP3,SFRP2,GRHL3,WNT5A,DVL3,VANGL2,SEC24B,FZD2,SFRP1,CELSR1,DVL2,PTK7
GO_REGULATION_OF_CYTOKINE_PRODUCTION http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CYTOKINE_PRODUCTION PANX1,WNT3A,NLRC3,FGR,HSPD1,TREX1,CLU,PRG2,LPL,CHID1,INHA,POLR2L,KLRK1,POLR3B,PGLYRP2,PARK7,IL12A,F11R,IL27,HAVCR2,BANK1,GHRL,BRCA1,CD86,CLEC6A,IL6ST,MB21D1,IL17B,NODAL,IFI16,POLR3GL,TRAF3,HEG1,BCL10,FZD5,ANKRD17,ALOX15B,MALT1,TUSC2,NUTF2,GBP5,IL36A,CHIA,DHX9,ADAM8,CCL3,C20orf160,CTNNB1,ADRA2A,THBS1,RIPK3,PDE4D,NFATC4,ANKRD2,LUM,HLA-DRB3,TRAIP,AGTR2,SAA1,JAK3,NDRG2,HSPA1B,S1PR3,POLR3G,TGFB3,NR4A3,ZC3HAV1,TBC1D23,ABL1,FADD,TLR2,CD28,IL17A,HLA-A,TICAM2,RUNX1,DDX58,HGF,ARHGEF2,INPP5D,GATA3,XRCC6,HTR2B,RORA,NOD2,CCL19,APOD,KLF4,POLR2E,CD274,MAP2K3,IL13,IL23A,FBLN1,SCAMP5,IL5RA,POLR3A,MIF,TLR9,IL6R,PTGER4,PGLYRP1,PAEP,GATA6,AGPAT1,WNT5A,IRAK3,TNFAIP3,SERPINB7,IGF2BP3,OTUD7B,PDE4B,LAG3,SRGN,UBE2L6,MAPK14,IL4R,EZR,CRHR2,NLRP4,SMAD4,LBP,SPTBN1,AKIRIN2,FCN1,ELF1,INHBB,CIDEA,IRAK1,IL27RA,SASH3,TRPM4,NLRP1,LSM14A,HLA-G,TRAF2,PTGS2,TNFSF9,IL23R,TBK1,DDX41,IRF3,CSF2,NFAM1,AGPAT2,PCBP2,CLEC5A,TIGIT,HLA-DRB1,KLF2,TLR4,IQGAP1,C1QBP,AGT,HSPB1,TGFB1,UBB,RELB,F2R,TICAM1,PRKDC,MYD88,UCN,ORM1,CD74,MUL1,HSF1,FLT4,TRIM15,IL2,CSK,TRIM56,PIK3R1,HMOX1,POLR3F,ATG5,RNF135,IGF2BP1,MAPKAPK2,GBA,PLCG2,TRIL,ZNF287,ZNF580,VTCN1,RPS6KA5,NLRP10,ARRB1,ATF2,TLR5,GPR77,HMGB2,FCER1A,CSF1R,ERRFI1,ERBB2IP,PRG3,TLR6,CD4,ITCH,CCL2,PPM1B,POLR3K,MEFV,TNFRSF13C,SIGIRR,ATF4,HLA-DPB1,HERC5,NLRP2,BIRC3,O3FAR1,CMKLR1,CADM1,PML,HLA-B,ASB1,NOS2,PIN1,POLR2H,FOXP3,ZFPM1,NMI,CD14,UBA7,AZU1,C3AR1,TNF,CARD11,IRG1,APOA2,GLMN,CRTAM,UBC,C13orf15,FURIN,AGER,TAX1BP1,TLR7,PDCD1LG2,IL17RC,POLR2K,PRKCZ,HLA-DRB5,HLA-DPA1,SFTPD,IRF1,FCER1G,RSAD2,XBP1,RIPK2,IFNG,TXK,GPRC5B,IFIH1,DTX4,ARFGEF2,IL18R1,RARA,OTUD5,NOX1,CARD9,SEC14L1,TRIB2,IL6,HMGB1,CD24,C1orf190,EIF2AK3,IL18,STAT5B,CD2AP,MAST2,IL17RA,SELS,GBP1,NLRX1,NCL,NLRP12,SNAI2,IRF4,LILRB2,CRCP,DDX60,NOD1,INHBA,POSTN,CLEC9A,BCL6,ADCYAP1,TMF1,PRNP,ISG15,TRIM21,LRRFIP1,TLR8,CD34,UBASH3A,LEP,RABGEF1,SEMA7A,CD46,BIRC2,CASP5,SOCS1,PER1,GHSR,POLR1D,TIRAP,LTF,XCL1,NR1H4,CD244,TMEM173,IL36B,GSDMD,LTA,PTPN22,HLA-E,IL26,GPNMB,RELA,TNFRSF14,JAK2,IL36RN,ZC3H12A,HHLA2,CD36,TRIM32,LY9,CCDC88B,CLC,AIM2,ZBP1,ACE2,MRE11A,PRKD2,SOCS5,CREB1,IL1A,IL17RB,NFKB2,CLEC4E,IL29,MAP2K5,PYDC2,TRAF3IP1,GDF2,KAT5,LTB,APOA1,ACP5,C1QTNF3,CEBPB,SYK,C5AR1,STAT6,BTK,CHRNA7,IL9,EPX,RIPK1,HDAC7,TRIM25,SLAMF1,AXL,LILRB1,CREBBP,CUEDC2,ISL1,P2RY2,RAB7B,ZFP36,UBE2J1,IRF7,TSPAN6,GATA4,GPAM,TMIGD2,IL1RL1,CD276,DHX58,IL17F,MAP3K7,REL,GPSM3,ADORA2B,ARNT,DHX36,ANXA1,UBA52,NLRP2P,PUM2,IL1RL2,PIBF1,CRP,FOXP1,TLR1,CD84,SPON2,FFAR3,IFNAR1,CYLD,HPSE,PLCB1,ZP3,RNF128,DRD2,IL1B,TNFRSF9,PYDC1,TNFRSF8,POLR3H,AFAP1L2,BTN2A2,MC1R,IDO1,FLOT1,RPS6KA4,CASP1,CEBPG,PYCARD,TRIM16,HRAS,TWIST1,FN1,IRF8,ZBTB20,LY96,EREG,CRYBA1,DDX3X,TRIM6,POLR1C,CYP1B1,MAPK13,SERPINF2,IL10,HDAC2,C7orf68,LITAF,CARD8,P2RX7,ADAM17,SMAD3,C19orf29,CAMP,POMC,FIGF,IFNB1,DLL1,PTAFR,NCKAP1L,SULF1,EP300,IL12B,HSPA1A,SLC11A1,CCR7,CD6,SERPINE1,ELANE,CD40LG,IL12RB1,GSTP1,EIF2AK2,SRC,LEF1,POLR3C,ANGPT1,DAK,SOD1,F2RL1,CCR2,SSC5D,DARC,IFNA2,SPHK1,TLR10,POLR3D,PF4,XRCC5,CYBA,BPI,IGF2BP2,CD3E,TLR3,MAVS,ARRB2,TNFSF4,PELI1,TIA1,NLRC5,IL12RB2,CD58,RASGRP1,EBI3,BST2,IL21,SCGB1A1,CD80,FFAR2,BCL3,HYAL2,TRAF6,B2M,CDH3,MAPK9,RLTPR,ATP6AP2,POLR3E,C10orf54,HIF1A,FOXJ1,CD2,WNT11,CD83,NFKBIL1,ADIPOQ,LYN,DDIT3,IL15,POLR2F,RPS27A,RNF216,ANXA4,KLRC4-KLRK1,CCBE1,TSPO,NFKB1,CX3CL1,IKBKE,TRIM27,NDFIP1,HLA-DRB4,PGLYRP3,SLAMF6,TRIM38,IL33,PRKCQ,C5,USP17L2,SULF2,LGR4,IRF5,SPN,CD40,GAS6,HFE,LGALS9,INS,TGFB2,TRPV4,C3,NLRP3,CALCA,IL20RB,MAPK11,PUM1,TNFRSF21,RAC1,IL4,CCL20
GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY FAM125B,ADAM17,FAM125A,RPS27A,PDE6H,SH3TC2,UBC,ZGPAT,ZFYVE28,ESR2,SPRY2,APP,LGMN,GPRC5A,RBPJ,ADORA1,GPER,DOK1,SPRY1,RNF115,FBXW7,ADRA2A,STAM2,PTK6,AP2M1,FASLG,RAB7A,CBLC,NEURL,DAB2IP,ESR1,RHBDF2,SOS1,FER,PTPRJ,CDC42,ARAP1,HAP1,EGFR,UBA52,AGR2,SHKBP1,NUP62,ARHGEF7,AKT1,EPS15,PSEN1,ERRFI1,SNX6,SHC1,ADRA2C,EGF,AFAP1L2,PLAUR,SOCS5,RHBDF1,AP2B1,RNF126,SOCS4,AP2A2,MMP9,EREG,ITGA1,SH3KBP1,AP2S1,CDH13,AP2A1,ADRA2B,AGT,EPS15L1,HGS,SH3GL2,CBL,PTPN2,GRB2,STAM,UBB,EPGN,TGFA,NCK2,CLTA,EPN1,PDE6G
GO_REGULATION_OF_CHOLESTEROL_HOMEOSTASIS http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CHOLESTEROL_HOMEOSTASIS NR1H2,FGFR4,NPC1,SEC24A,NR1D1,ACOX1,HNF4A,RORA,NR1H3,SREBF2,LDLR
GO_VENTRICULAR_SEPTUM_MORPHOGENESIS http://www.broadinstitute.org/gsea/msigdb/cards/GO_VENTRICULAR_SEPTUM_MORPHOGENESIS SOX11,SOX4,HEY1,HEYL,ID2,NKX2-5,TBX3,RBM15,FGFRL1,WNT5A,FZD1,HES1,HEY2,WHSC1,CITED2,SMAD7,PITX2,PROX1,GJA5,FZD2,ZFPM1,SAV1,VANGL2,NOTCH1,WNT11,EGLN1,ZFPM2,FGFR2
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS PRKD2,KDR,FGF16,SEMA5A,FGF2,PRKD1,VEGFA,FGFR1,FGF18,MET,HSPB1
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION CDH5,S1PR2,ACVRL1,ALOX12,GDF2,ATOH8,TMEM100,NOTCH1,CLDN5,BTG1,BMP6,CTNNB1,PROC,ETV2,BMP4
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION ADIPOQ,IL15,VIPR2,NDRG2,OGN,IFNG,COMT,APOD,KLF4,AIF1,ESR1,CTNNBIP1,IL12A,CDKN1B,TRIB1,VIP,NPR1,ILK,TPM1,GPER,IGFBP3,ESR2,IL12B,IGFBP5,NDRG4,TNFAIP3,PPARG,HMOX1,NPR3,CAV1,PPARGC1A,PPARD,SF1,PTGIR,MFN2,ANG
GO_TOLERANCE_INDUCTION http://www.broadinstitute.org/gsea/msigdb/cards/GO_TOLERANCE_INDUCTION C3,LYN,HAVCR2,ICOS,TGFB1,CCR4,LGALS9,C3AR1,FOXJ1,IRG1,FOXP3,TNFAIP3
